Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
Jierui Yang,jierui,yang,The populist gamble: uncertainty preferences and attitude toward right-wing populism,No,,,,,,,FALSE,,FALSE,
Jieyi Duan,jieyi,duan,"""Concepts and calculations: gender differences in willingness to guess""",No,,,,,,,FALSE,,FALSE,
Jim Engle-Warnick,jim,engle-warnick,"Salinity in Water Markets: An Experimental Investigation of the Sunraysia Salinity Levy, Victoria Au",No,,,,,,,FALSE,,FALSE,
Jim Parco,jim,parco,Cognitive Bias Matters for Road Pricing Design: Evidence from Behavioral Experiment,Yes,,,,,,,,,,
Jim Sullivan,jim,sullivan,Information intervention to promote safe water consumption: An RCT in areas affected by groundwater arsenic in India,No,,,,,,,FALSE,,FALSE,
Jim Wollscheid,jim,wollscheid,An Experimental Analysis of Public Goods Provision with Egalitarian Redistribution,No,,,,,,,FALSE,,FALSE,
Jin Di Zheng,jin,zheng,A man of his word? An experiment on gender differences in promise keeping,No,,,,,,,FALSE,,FALSE,
Jindi Zheng,jindi,zheng,"""Off the Reservation: Pushing the Bounds of Rationality in Experimental Auctions""",No,,,,,,,FALSE,,FALSE,
Jing Li,jing,li,Volunteering at the Workplace under Incomplete Information: Team Size Does Not Matter,No,,,,,,,FALSE,,FALSE,
Jing Liu,jing,liu,"""Information Treatments, Attention, and the Energy Efficiency Gap: Evidence from China""",No,,,,,,,FALSE,,FALSE,
Jing Yu,jing,yu,"""The Demand for Punishment to Promote Cooperation Among Like-Minded People""",No,,,,,,,FALSE,,FALSE,
Jingcheng Fu,jingcheng,fu,Outgroup Comparisons Raise Individual Contributions,No,,,,,,,FALSE,,FALSE,
Jingjing Zhang,jingjing,zhang,Disentangling Incentive from Sorting Effects: An Experimental Real-Effort Investigation,Yes,,,,,,,,,,
Jinglan  Zhang,jinglan,zhang,"Cognitive Load, Group Thinking and the Beauty Contest",Yes,,,,,,,,,,
Jingnan Chen,jingnan,chen,Incentives and Productivity: Teams and choices,No,,,,,,,FALSE,,FALSE,
Jingping Li,jingping,li,Banking Networks and Information Processing,No,,,,,,,FALSE,,FALSE,
Jingping LI,jingping,li,"Learning, teaching, and turn taking in the repeated assignment game",No,,,,,,,FALSE,,FALSE,
Jingyi Meng,jingyi,meng,"""Gender Differences in Public Speaking Aversion on Video Conferences""",No,,,,,,,FALSE,,FALSE,
Jingyi Qiu,jingyi,qiu,,No,,,,x,,,FALSE,,TRUE,
Jingzhuo Wu,jingzhuo,wu,"""An Experimental Study of Guilt Aversion in Group Decision Making""",No,,,,,,,FALSE,,FALSE,
Jinkwon Lee,jinkwon,lee,(New) experimental results on unconstrained bargaining from Tokyo and Paris,No,,,,,,,FALSE,,FALSE,
Jinliang Liu,jinliang,liu,,No,,,,,,,FALSE,,FALSE,
Jinsoo Bae,jinsoo,bae,"“Suboptimal Credit Card Repayments: A Laboratory Experiment,”",No,,,,,,,FALSE,,FALSE,
Jipeng Zhang,jipeng,zhang,Asset Markets with Insider Traders: An Experimental Analysis,Yes,,,,,,,,,,
Jiri Mazurek,jiri,mazurek,"""Experimental Evidence on Model Persuasion""",No,,,,,,,FALSE,,FALSE,
Jiri Spalek,jiri,spalek,"""Cournot meets Bayes-Nash: A discontinuity in behavior in finitely repeated duopoly games""",No,,,,,,,FALSE,,FALSE,
Jo Laban Peryman,jo,peryman,"""What Is in the Stars? The Effect of Status on Social Preferences""",No,,,,,,,FALSE,,FALSE,
Joachim Weimann,joachim,weimann,How Effective are Reminders and Frames in Incentivizing Blood Donations?,No,,,,,,,FALSE,,FALSE,
Joanna Lahey,joanna,lahey,,No,,,,,,,FALSE,,FALSE,
Joanna Rachubik,joanna,rachubik,"""Manipulating Cognition in the One-Shot Stag-Hunt Game Played Online""",No,,,,,,,FALSE,,FALSE,
Joao Ferreira,joao,ferreira,"""The Moral Investor: Sin Stock Aversion and Virtue Stock Affinity""",No,,,,,,,FALSE,,FALSE,
João Ferreira,joão,ferreira,Incentives for conformity and disconformity,No,,,,,,,FALSE,,FALSE,
Joao Pereira dos Santos,joao,santos,Poverty and Perseverance: How Much Effort Do the Poor Exert?,No,,,,,,,FALSE,,FALSE,
Joaquin Gomes-Minambres,joaquin,gomes-minambres,Priming the Charitable Pump: An Experimental Investigation of Multi-Stage Raffles,No,,,,,,,FALSE,,FALSE,
Joaquin Gomez-Minambres,joaquin,gomez-minambres,"""A Natural Experiment on the Value of Strategic Unpredictability-Sign Stealing in Baseball""",No,,,,,,,FALSE,,FALSE,
Jobu Babin,jobu,babin,"""Gamifying Energy Conservation Behaviours: Preliminary Results From a Mobile Phone App Trial""",No,,,,,,,FALSE,,FALSE,
Joe Ballard,joe,ballard,"""Who deserves redistribution?""",No,,,,,,,FALSE,,FALSE,
Joe Vecci,joe,vecci,Motivating household water conservation: a field experiment in Singapore,No,,,,,,,FALSE,,FALSE,
Joël van der Weele,joël,weele,"""Antidepressant Use and School Academic Achievement""",No,,,,,,,FALSE,,FALSE,
Johanna Kokot,johanna,kokot,"""The Goods, the Bads, and the Curvature""",Yes,,,,,,,,,,
Johanna Mollerstrom,johanna,mollerstrom,"""Gender differences in task performance and expectations""",Yes,,,,,,,,,,
Johannes BERGER,johannes,berger,“Experts’ Perceptions of Autocorrelation: The Hot Hand Fallacy Among Professional Basketball Players”,Yes,,,,,,,,,,
Johannes Jaschke,johannes,jaschke,"""Public-Goods Games With Endogenous Institution-Formation: Experimental Evidence On The Effect Of The Voting Rule""",No,,,,x,,,FALSE,,TRUE,no exp
Johannes Leutgeb,johannes,leutgeb,"Grit, Discounting, & Time Inconsistency",No,,,,,,,FALSE,,FALSE,
Johannes Lohse,johannes,lohse,"""Identity and Cooperation in Multicultural Societies: An Experimental Investigation""",No,,,,,,,FALSE,,FALSE,
John Clithero,john,clithero,,No,,,,,,,FALSE,,FALSE,
John Conlon,john,conlon,,No,,,,,,,FALSE,,FALSE,
John Dickhaut,john,dickhaut,Women can’t jump? An experiment on competitive attitudes and stereotype threat,Yes,,,,,,,,,,
John Duffy,john,duffy,"""Non-isolation and Social Preference""",No,,,,,,,FALSE,,FALSE,
John Hamman,john,hamman,"""Coordination Stability in Unstable Groups""",No,,,,,,,FALSE,,FALSE,
John Hartman,john,hartman,Paradoxes and Mechanisms for Choice under Risk,No,,,,,,,FALSE,,FALSE,
John Hey,john,hey,The Two Faces of Trust and Cooperation - First Kiss and War of the Roses,No,,,,,,,FALSE,,FALSE,
John Ifcher,john,ifcher,"""An Experiment on Gender Representation in Majoritarian Bargaining""",No,,,,,,,FALSE,,FALSE,
John Jensenius,john,jensenius,"God Game: An Experimental Study of Uncertainty, Superstition, and Cooperation",No,,,,,,,FALSE,,FALSE,
John Kagel,john,kagel,Climate Policies Under Collective Risk: Provision of Local Irrigation Systems in the Lab and Field,Yes,,,,,,,,,,
John Ledyard,john,ledyard,"""The Older The Bolder: Does Relative Age Among Peers Influence Children's Confidence And Risk Attitudes?""",No,,,,,,,FALSE,,FALSE,
John Lightle,john,lightle,"""Putting Organization into the Gig Economy: Field Experiments at a Ride-Sharing Platform""",No,,,,,,,FALSE,,FALSE,
John Lin,john,lin,“Building Rational Cooperation: Learning to Start Small”,No,,,,,,,FALSE,,FALSE,
John List,john,list,,Yes,,,,,,,,,,
John Lynham,john,lynham,Do people help those who helped a free-rider? ?An experimental study to examine strategies in direct reciprocity settings,No,,,,,,,FALSE,,FALSE,
John Morgan,john,morgan,“Can Imperfect Best Response Rationalize The Winner's Curse?: A Structural Econometric,Yes,,,,,,,,,,
John Q. Easton,john,easton,Heterogeneous Households: Laboratory Tests of Household Model Assumptions in Kenya,No,,,,,,,FALSE,,FALSE,
John Rehbeck,john,rehbeck,,No,,,,,,,FALSE,,FALSE,
John Smith,john,smith,The evolutionary roots of human decision-making under risk,Yes,,,,,,,,,,
John Spraggon,john,spraggon,“Optimal Adaptive Design: Applications to Experiments with Induced Budget Sets”,No,,,,,,,FALSE,,FALSE,
John Tisdell,john,tisdell,Gender differences in the choice of major: The importance of female role models,No,,,,,,,FALSE,,FALSE,
John Wooders,john,wooders,“Reciprocal Preferences and Expectations in International Agreements”,No,,,,,,,FALSE,,FALSE,
John WOODERS,john,wooders,The Value an Acquisition of Ego-Relevant Information,No,,,,,,,FALSE,,FALSE,
Jolanda Ygosse Battisti,jolanda,battisti,"Value and Choice: Prediction, Reward and Reinforcement in Corticostriatal Networks",No,,,,,,,FALSE,,FALSE,
Jona Linde,jona,linde,Why so Negative? Belief Formation in Boom and Bust Markets,No,,,,,,,FALSE,,FALSE,
Jonas Fooken,jonas,fooken,"""Trusting the upside: A principal-agent experiment with a skewed distribution of outcomes""",No,,,,,,,FALSE,,FALSE,
Jonas Tungodden,jonas,tungodden,“What Matters in Designing Audio Advertising? Results from Experiments with a Billion Ads on Pandora”,No,,,,,,,FALSE,,FALSE,
Jonathan Alevy,jonathan,alevy,"Truth, Lies, and Guilty Lies",Yes,,,,,,,,,,
Jonathan Chapman,jonathan,chapman,Mind the task!,No,,,,,,,FALSE,,FALSE,
Jonathan Davis,jonathan,davis,"""Supporting Teacher Autonomy to Improve Education Outcomes: Experimental Evidence from Brazil""",Yes,,,,,,,,,,
Jonathan Leland,jonathan,leland,How Ambiguity Attitude Affects Trading Parties-Experimental Evidence,No,,,,,,,FALSE,,FALSE,
Jonathan Libgober,jonathan,libgober,"""Learning versus Unlearning: An Experiment on Retractions""",Yes,,,,,,,,,,
Jonathan Oxley,jonathan,oxley,"Gut-brain axis, microbiota and economic behavior",No,,,,,,,FALSE,,FALSE,
Jonathan Schulz,jonathan,schulz,“Acquired Impulse Control: An Experimental Analysis of Cheating Among Humans Intolerant to Alcohol”,No,,,,,,,FALSE,,FALSE,
Jonathan Stäbler,jonathan,stäbler,Noblesse Oblige: Holding High-Status Individuals to Higher Standards,No,,,,,,,FALSE,,FALSE,
Jonathan Staebler,jonathan,staebler,"""The Power of Incentives""",No,,,,,,,FALSE,,FALSE,
Jonathan VAKSMANN,jonathan,vaksmann,"“Experimental Studies of Lobbying and Redistributive Politics""",No,,,,,,,FALSE,,FALSE,
Jonathan Woon,jonathan,woon,,No,,,,,,,FALSE,,FALSE,
Jordan Adamson,jordan,adamson,Spite in Litigation,No,,,,,,,FALSE,,FALSE,
Jordi Brandts,jordi,brandts,TBA (not on program),No,,,,,,,FALSE,,FALSE,
Jordi BRANDTS,jordi,brandts,"“Recursive Contracts, Rat Races, and Rent Dissipation: Theory and Experimental Evidence”",No,,,,,,,FALSE,,FALSE,
Jordi Teixido,jordi,teixido,"""Disentangling Risk Attitudes and Other-Regarding Preferences: Theory and Experiment""",No,,,,,,,FALSE,,FALSE,
Jörg Oechssle,jörg,oechssle,Value of Temporal Uncertainty,No,,,,,,,FALSE,,FALSE,
Jose Alberto Guerra,jose,guerra,"""Unleveling the Playing Field? Experimental evidence on parents' Willingness to Give Their Children an Advantage""",No,,,,,,,FALSE,,FALSE,
José Gabriel Castillo,josé,castillo,"""The Effect Of Offers And Counteroffers In Repeated Bilateral Negotiations""",No,,,,,,,FALSE,,FALSE,
Jose Gomez,jose,gomez,"""The Effect of Anticipated Relationship On Other-Regarding Behavior In Ultimatum Game""",No,,,,,,,FALSE,,FALSE,
Jose Ignacio Rivero,jose,rivero,"""Will government officials behave more honestly? Experiment based on samples of civil servants and students""",No,,,,,,,FALSE,,FALSE,
José Ignacio Rivero Wildemauwe,josé,wildemauwe,Wage Expectations and Access to Healthcare Occupations: Evidence from a Randomized Experiment,No,,,,,,,FALSE,,FALSE,
Jose Javier Dominguez,jose,dominguez,Co-benefits motivate individual donations to mitigate climate change,No,,,,,,,FALSE,,FALSE,
Jose Maria Ortiz,jose,ortiz,The Description - Experience Gap in Cooperation,No,,,,,,,FALSE,,FALSE,
Joseph George,joseph,george,Auctions- a flexible experimental software platform for studying auction mechanisms,No,,,,,,,FALSE,,FALSE,
Joseph Guse,joseph,guse,“Does Social Approval Stimulate Prosocial Behavior? Evidence from a Field Experiment in the,No,,,,,,,FALSE,,FALSE,
Joseph Stinn,joseph,stinn,Strategic Manipulation of Consumer Reviews: An Experimental Investigation,No,,,,,,,FALSE,,FALSE,
Joseph Tao-Ji Wang,joseph,wang,Eye-tracking social preferences,Yes,,,,,,,,,,
Joseph Tao-yi Wang,joseph,wang,,Yes,,,,,,,,,,
Joseph Vecci,joseph,vecci,"""Who ya gonna call: gender differences in demand for parental involvement""",No,,,,,,,FALSE,,FALSE,
Joseph Wang,joseph,wang,"""Conditional cooperation in group size""",Yes,,,,,,,,,,
Joshua Foster,joshua,foster,"""Auctions for Risk Averse Charities""",No,,,,,,,FALSE,,FALSE,
Joshua Miller,joshua,miller,,Yes,,,,,,,,,,
Joshua Tasoff,joshua,tasoff,,No,,,,,,,FALSE,,FALSE,
Josie Chen,josie,chen,Social Preference and Social Curiosity,No,,,,,,,FALSE,,FALSE,
Josie I Chen,josie,chen,Does Collectivistic and Individualistic Institution Make People Different? Field Experimental Evidence from Chinese Villages,No,,,,,,,FALSE,,FALSE,
Joy Buchanan,joy,buchanan,,No,,,,,,,FALSE,,FALSE,
Juan Bautista Gonzál Blanco,juan,blanco,Gendered decision making in explore-exploit tasks,No,,,,x,,,FALSE,,TRUE,
Juan Carlos Suarez,juan,suarez,“Group Identity and the Moral Hazard Problem: Evidence from the Field”,No,,,,,,,FALSE,,FALSE,
Juan Carrillo,juan,carrillo,,No,,,,,,,FALSE,,FALSE,
Juan Francisco Blazquiz Pulido,juan,pulido,"""Is it a life if I don't know? Self-serving dishonesty under ignorance""",No,,,,,,,FALSE,,FALSE,
Juan Pereyra,juan,pereyra,"""Improving public goods provision using reward-based crowdfunding""",No,,,,,,,FALSE,,FALSE,
Juan-Camilo Cardenas,juan-camilo,cardenas,"Do Negative Economic Shocks Affect Cognitive Function, Adherence to Social Norms and Loss Aversion?",No,,,,,,,FALSE,,FALSE,
Juanjuan Meng,juanjuan,meng,"""Emotional Bargaining After Litigation: An Experimental Study of the Coase Theorem""",No,,,,,,,FALSE,,FALSE,
Jubo Yan,jubo,yan,,No,,,,,,,FALSE,,FALSE,
Judd Kessler,judd,kessler,"""Social Choice to Solve Social Dilemmas""",No,,,,,,,FALSE,,FALSE,
Judith Schwartz,judith,schwartz,On the evolution of heuristics and bounded rational behavior in random games,No,,,,,,,FALSE,,FALSE,
Juergen Huber,juergen,huber,On the relationship between information and individuals’ perception in affecting income tax evasion,Yes,,,,,,,,,,
Julen Zarate-Pina,julen,zarate-pina,"""Productivity Shock and Conflict: The Role of Loss Aversion""",No,,,,,,,FALSE,,FALSE,
Julia Rose,julia,rose,"""Beware of artificial intelligence's ability before you trust them: Evidence from a stock price forecasting experiment""",Yes,,,,,,,,,,
Julia SCHMID,julia,schmid,“Social Networks and Giving to Public Goods”,No,,,,,,,FALSE,,FALSE,
Julia Seither,julia,seither,The Effect of Communication Networks on Collusion,No,,,,,,,FALSE,,FALSE,
Julian Conrads,julian,conrads,Incentives and Peer Pressure in Virtual Organizations,No,,,,,,,FALSE,,FALSE,
Julian Harke,julian,harke,“Improving Children’s Food Choices: Experimental Evidence from the Field”,No,,,,,,,FALSE,,FALSE,
Julian Jamison,julian,jamison,Experiments on Strategic Behavior and Equilibrium Selection in Two-Sided Matching Markets,Yes,,,,,,,,,,
Julian Romero,julian,romero,"""Moral Costs And Rational Choice: Theory And Experimental Evidence""",No,,,,,,,FALSE,,FALSE,
Juliana Goncalves,juliana,goncalves,"""Market Design with Big(ish) Data""",No,,,,,,,FALSE,,FALSE,
Juliane Koch,juliane,koch,Does Expectation-Based Loss Aversion Explain Non-Truthful Preference Reporting in Strategy-Proof Matching Mechanisms?,No,,,,,,,FALSE,,FALSE,
Julianna Butler,julianna,butler,The Effects of Natural Disasters on Farm Household Income and Expenditure: A Study on the Rice Farmers in Bangladesh,No,,,,,,,FALSE,,FALSE,
Julie Rosaz,julie,rosaz,"""Decomposing Trust""",No,,,,,,,FALSE,,FALSE,
Julie ROSAZ,julie,rosaz,Cultures of corruption: An experimental investigation,No,,,,,,,FALSE,,FALSE,
Julien Benistant,julien,benistant,Using Behavioral Insights to Increase Payment for Water in Rural Namibia,No,,,,,,,FALSE,,FALSE,
Julien Senn,julien,senn,Promise-keeping Norms and Renegotiation Behavior,No,,,,,,,FALSE,,FALSE,
Julio Elias,julio,elias,"""Waiting for the Right Offer: Laboratory Evidence on How News Affects Bargaining and the Market for Lemons""",No,,,,,,,FALSE,,FALSE,
Julius Düker,julius,düker,,No,,,,,,,FALSE,,FALSE,
Jun Hyung Kim,jun,kim,"""Can strategic delegation solve the hold-up problem?""",No,,,,,,,FALSE,,FALSE,
Jun Maekawa,jun,maekawa,,No,,,,,,,FALSE,,FALSE,
Jun Zhang,jun,zhang,"""Limited Liability: A clash of social and egoistic preferences in financial decision making for others""",Yes,,,,,,,,,,
Jungmin Lee,jungmin,lee,"""Who Gives a Dime? Demographics and the Price Elasticity of Giving""",No,,,,,,,FALSE,,FALSE,
Junya Zhou,junya,zhou,"""Design Invariance in the Classic Consumer Choice Problem""",No,,,,,,,FALSE,,FALSE,
Junze Sun,junze,sun,The Role of Goals in Motivating Behavior: Evidence from a Field Experiment on Resource Conservation,No,,,,,,,FALSE,,FALSE,
Juri Nithammer,juri,nithammer,Asymmetric Failure of Bayesian Updating and the Echo Chamber Effect: An Experimental Study,No,,,,,,,FALSE,,FALSE,
Justin Holz,justin,holz,"""Ghosting the Tax Authority""",Yes,,,,,,,,,,
Justin Rao,justin,rao,"""An Experimental Study Of Competition In Two-Sided Markets""",No,,,,,,,FALSE,,FALSE,
Justin Rietz,justin,rietz,,No,,,,,,,FALSE,,FALSE,
Justine Hastings,justine,hastings,Beer Game Experiments,No,,,,,,,FALSE,,FALSE,
Kahwa Douoguih,kahwa,douoguih,“Expectations as Endowments: Evidence on Reference-Dependent Preferences from Exchange and,No,,,,,,,FALSE,,FALSE,
Kai Barron,kai,barron,"""Scaling Up Cooperation: Social Norms vs. Monetary Systems""",Yes,,,,,,,,,,
Kai Ou,kai,ou,The challenges of pooling experimental data for analysis: a case for a curated repository,No,,,,,,,FALSE,,FALSE,
Kal Ou,kal,ou,Risk-taking under Different Welfare-state Regimes: Some Experimental Evidence,No,,,,,,,FALSE,,FALSE,
Kalyani Chaudhuri,kalyani,chaudhuri,,No,,,,,,,FALSE,,FALSE,
Kamyar Kamyar,kamyar,kamyar,"""Strategic Thinking and Media Bias: Evidence from Chinese Microblog Users""",No,,,,,,,FALSE,,FALSE,
Kan Takeuchi,kan,takeuchi,"""In-Store Promotions Lead to Higher Sales and More Household Food Waste""",No,,,,,,,FALSE,,FALSE,
Kanatip Winichakul,kanatip,winichakul,"""Do People Vote Sincerely under Preferential Voting?""",No,,,,,,,FALSE,,FALSE,
Kanittha Tambunlertchai,kanittha,tambunlertchai,(In)efficiency in Private Value Bargaining with Naive Players: Theory and Experiment,No,,,,,,,FALSE,,FALSE,
Karen Hauge,karen,hauge,The Behavioural Economics of Music: Systematic Review and Future Directions,No,,,,,,,FALSE,,FALSE,
Karen Jeffrey,karen,jeffrey,Nudge me! Response to and demand for healthy habit reminders,No,,,,,,,FALSE,,FALSE,
Karen Ye,karen,ye,"“Improving Worker Productivity Through Tailored Performance Feedback: Field Experimental Evidence from Bus Drivers,” ",Yes,,,,,,,,,,
Karim Sadrieh,karim,sadrieh,Kick the ball back?,No,,,,,,,FALSE,,FALSE,
Karina Gose,karina,gose,“The Impact of Credit Cards on Spending: A Field Experiment”,No,,,,,,,FALSE,,FALSE,
Karine NYBORG,karine,nyborg,The behavioral effects of sectoral minimum wages,No,,,,,,,FALSE,,FALSE,
Karmini Sharma,karmini,sharma,"""The Hidden Cost of Violent Conflict: Sorting into Local Labor Markets in Colombia""",No,,,,,,,FALSE,,FALSE,
Karoline Ströhlein,karoline,ströhlein," Retaliation, Remedies, and Property",No,,,,,,,FALSE,,FALSE,
Katarina Cellarova,katarina,cellarova,Reference-Dependence in Students' Exam Performance and Effort Provision,No,,,,,,,FALSE,,FALSE,
Katarína Čellárová,katarína,čellárová,Face Masks and Social Pressure,No,,,,,,,FALSE,,FALSE,
Katarina Dankova,katarina,dankova,"""Risky Choices With And Without Distributional Consequences: (When) Do We Care?""",No,,,,,,,FALSE,,FALSE,
Kate Silz Carson,kate,carson,"""Eliciting temptation and self-control through menu choices: a lab experiment""",No,,,,,,,FALSE,,FALSE,
Katerina Sherstyuk,katerina,sherstyuk,"""An Experiment on Social Learning with Information Sequencing""",No,,,,,,,FALSE,,FALSE,
