,Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
600,Jeffrey Romine,jeffrey,romine,,No,,,,,,,False,,False,
601,Jeffrey Zeidel,jeffrey,zeidel,,No,,,,,,,False,,False,
602,Jennifer Coats,jennifer,coats,"""An Offer You Can't Refuse? How Incentives Change How We Think About Things""",No,,,,,,,False,,False,
603,Jennifer Pate,jennifer,pate,"""Nudging or Nagging? Behavioral Approaches to Increasing Parent Reading and Child Literacy Skills""",No,,,,,,,False,,False,
604,Jens Grosser,jens,grosser,Compromise and Coordination: An Experimental Study,No,,,,,,,False,,False,
605,Jens Schubert,jens,schubert,"""Interval Effect On Time Preference Elicited By The Convex Time Budget Method""",No,,,,,,,False,,False,
606,Jeong Yeol Kim,jeong,kim,,No,,,,,,,False,,False,
607,Jeongbin Kim,jeongbin,kim,"“Learning to Believe: Experimental Evidence on the Emergence of Sunspot Equilibria,” ",No,,,,,,,False,,False,
608,Jeremy Clark,jeremy,clark,“A Theory of Experiments: Invariance of Equilibrium to the strategy method and implications for Social Preferences”,No,,,,,,,False,,False,
609,Jeremy Larner,jeremy,larner,The effect of feedback on performance of charity auctions.,No,,,,,,,False,,False,
610,Jeroen Nieboer,jeroen,nieboer,"""Shareholder Protection and Dividend Policy: An Experimental Analysis of Agency Costs""",No,,,,,,,False,,False,
611,Jeroen van de Ven,jeroen,ven,"""The heritability of trust and trustworthiness depends on the measure of trust""",No,,,,,,,False,,False,
612,Jerome Hergueux,jerome,hergueux,Evolutionary Rotation in Switching Incentive Zero-Sum Games,No,,,,,,,False,,False,
613,Jesal Dilip Sheth,jesal,sheth,Which Sanctions and Moral Costs Can Prevent the Formation of Cartels?,No,,,,,,,False,,False,
614,Jesse Backstrom,jesse,backstrom,"""Tackling Sexual Harassment: Experimental Evidence from India""",No,,,,,,,False,,False,
615,Jesse Bockstedt,jesse,bockstedt,Transmission of Information in Social Networks: an Artefactual Field Experiment With Current and Potential Immigrants,No,,,,,,,False,,False,
616,Jessen Hobson,jessen,hobson,Credible Assignments and Incentives in the Minimum Effort Coordination Game,No,,,,,,,False,,False,
617,Jessica Hoel,jessica,hoel,“Overcoming Peer Pressure to Drink”,No,,,,,,,False,,False,
618,Jesus Gastañaduy,jesus,gastañaduy,"""A Tale of Two Goods: The Role of Environmentally Friendly Products in Consumer Choice and Public Policy""",No,,,,,,,False,,False,
619,Jetske BOUMA,jetske,bouma,“Search and Satisficing”,No,,,,,,,False,,False,
620,Jia Liu,jia,liu,The effect of time cost on search behavior,No,,,,x,,,False,,True,
621,Jian LI,jian,li,Measuring Identity,No,,,,x,,,False,,True,
622,Jianan Yang,jianan,yang,"""Overcoming Peer Pressure to Drink""",No,,,,x,,,False,,True,
623,Jiang Jiang,jiang,jiang,“Redistribution and Pre-distribution: An Experimental Study on the Timing of Profit-Sharing Negotiations and Production”,No,,,,x,,,False,,True,
624,Jianlin Zhang,jianlin,zhang,R&D Cooperation and Investment an Experimental Analysis,Yes,,,,,,,,,,
625,Jianxin Wang,jianxin,wang,"""Collaborative Dishonesty: A Meta-Study""",Yes,,,,,,,,,,
626,Jiawen Li,jiawen,li,Informational Asymmetries in Laboratory Asset Markets with State Dependent Fundamentals,No,,,,x,,,False,,True,
627,Jiayi Bao,jiayi,bao,"""A Laboratory Investigation of Price Dispersion and Cycles""",No,,,,x,,,False,,True,has a good paper to cite under review https://jiayibao.github.io/personal-site/research
628,Jie Liang,jie,liang,How Does Transparency Affect Emergent Equilibria in Large Online Macroeconomic Environments?,No,,,,,,,False,,False,
629,Jie Zheng,jie,zheng,Bayesian Inference for Response Equilibrium in Normal-Form Games,No,,,,,,,False,,False,
630,Jieqiong Jin,jieqiong,jin,"""Skipping your workout, again? Measuring and understanding time inconsistency in physical activity""",No,,,,,,,False,,False,
631,Jierui Yang,jierui,yang,The populist gamble: uncertainty preferences and attitude toward right-wing populism,No,,,,,,,False,,False,
632,Jieyi Duan,jieyi,duan,"""Concepts and calculations: gender differences in willingness to guess""",No,,,,,,,False,,False,
633,Jim Engle-Warnick,jim,engle-warnick,"Salinity in Water Markets: An Experimental Investigation of the Sunraysia Salinity Levy, Victoria Au",No,,,,,,,False,,False,
634,Jim Parco,jim,parco,Cognitive Bias Matters for Road Pricing Design: Evidence from Behavioral Experiment,Yes,,,,,,,,,,
635,Jim Sullivan,jim,sullivan,Information intervention to promote safe water consumption: An RCT in areas affected by groundwater arsenic in India,No,,,,,,,False,,False,
636,Jim Wollscheid,jim,wollscheid,An Experimental Analysis of Public Goods Provision with Egalitarian Redistribution,No,,,,,,,False,,False,
637,Jin Di Zheng,jin,zheng,A man of his word? An experiment on gender differences in promise keeping,No,,,,,,,False,,False,
638,Jindi Zheng,jindi,zheng,"""Off the Reservation: Pushing the Bounds of Rationality in Experimental Auctions""",No,,,,,,,False,,False,
639,Jing Li,jing,li,Volunteering at the Workplace under Incomplete Information: Team Size Does Not Matter,No,,,,,,,False,,False,
640,Jing Liu,jing,liu,"""Information Treatments, Attention, and the Energy Efficiency Gap: Evidence from China""",No,,,,,,,False,,False,
641,Jing Yu,jing,yu,"""The Demand for Punishment to Promote Cooperation Among Like-Minded People""",No,,,,,,,False,,False,
642,Jingcheng Fu,jingcheng,fu,Outgroup Comparisons Raise Individual Contributions,No,,,,,,,False,,False,
643,Jingjing Zhang,jingjing,zhang,Disentangling Incentive from Sorting Effects: An Experimental Real-Effort Investigation,Yes,,,,,,,,,,
644,Jinglan  Zhang,jinglan,zhang,"Cognitive Load, Group Thinking and the Beauty Contest",Yes,,,,,,,,,,
645,Jingnan Chen,jingnan,chen,Incentives and Productivity: Teams and choices,No,,,,,,,False,,False,
646,Jingping Li,jingping,li,Banking Networks and Information Processing,No,,,,,,,False,,False,
647,Jingping LI,jingping,li,"Learning, teaching, and turn taking in the repeated assignment game",No,,,,,,,False,,False,
648,Jingyi Meng,jingyi,meng,"""Gender Differences in Public Speaking Aversion on Video Conferences""",No,,,,,,,False,,False,
649,Jingyi Qiu,jingyi,qiu,,No,,,,x,,,False,,True,
650,Jingzhuo Wu,jingzhuo,wu,"""An Experimental Study of Guilt Aversion in Group Decision Making""",No,,,,,,,False,,False,
651,Jinkwon Lee,jinkwon,lee,(New) experimental results on unconstrained bargaining from Tokyo and Paris,No,,,,,,,False,,False,
652,Jinliang Liu,jinliang,liu,,No,,,,,,,False,,False,
653,Jinsoo Bae,jinsoo,bae,"“Suboptimal Credit Card Repayments: A Laboratory Experiment,”",No,,,,,,,False,,False,
654,Jipeng Zhang,jipeng,zhang,Asset Markets with Insider Traders: An Experimental Analysis,Yes,,,,,,,,,,
655,Jiri Mazurek,jiri,mazurek,"""Experimental Evidence on Model Persuasion""",No,,,,,,,False,,False,
656,Jiri Spalek,jiri,spalek,"""Cournot meets Bayes-Nash: A discontinuity in behavior in finitely repeated duopoly games""",No,,,,,,,False,,False,
657,Jo Laban Peryman,jo,peryman,"""What Is in the Stars? The Effect of Status on Social Preferences""",No,,,,,,,False,,False,
658,Joachim Weimann,joachim,weimann,How Effective are Reminders and Frames in Incentivizing Blood Donations?,No,,,,,,,False,,False,
659,Joanna Lahey,joanna,lahey,,No,,,,,,,False,,False,
660,Joanna Rachubik,joanna,rachubik,"""Manipulating Cognition in the One-Shot Stag-Hunt Game Played Online""",No,,,,,,,False,,False,
661,Joao Ferreira,joao,ferreira,"""The Moral Investor: Sin Stock Aversion and Virtue Stock Affinity""",No,,,,,,,False,,False,
662,João Ferreira,joão,ferreira,Incentives for conformity and disconformity,No,,,,,,,False,,False,
663,Joao Pereira dos Santos,joao,santos,Poverty and Perseverance: How Much Effort Do the Poor Exert?,No,,,,,,,False,,False,
664,Joaquin Gomes-Minambres,joaquin,gomes-minambres,Priming the Charitable Pump: An Experimental Investigation of Multi-Stage Raffles,No,,,,,,,False,,False,
665,Joaquin Gomez-Minambres,joaquin,gomez-minambres,"""A Natural Experiment on the Value of Strategic Unpredictability-Sign Stealing in Baseball""",No,,,,,,,False,,False,
666,Jobu Babin,jobu,babin,"""Gamifying Energy Conservation Behaviours: Preliminary Results From a Mobile Phone App Trial""",No,,,,,,,False,,False,
667,Joe Ballard,joe,ballard,"""Who deserves redistribution?""",No,,,,,,,False,,False,
668,Joe Vecci,joe,vecci,Motivating household water conservation: a field experiment in Singapore,No,,,,,,,False,,False,
669,Joël van der Weele,joël,weele,"""Antidepressant Use and School Academic Achievement""",No,,,,,,,False,,False,
670,Johanna Kokot,johanna,kokot,"""The Goods, the Bads, and the Curvature""",Yes,,,,,,,,,,
671,Johanna Mollerstrom,johanna,mollerstrom,"""Gender differences in task performance and expectations""",Yes,,,,,,,,,,
672,Johannes BERGER,johannes,berger,“Experts’ Perceptions of Autocorrelation: The Hot Hand Fallacy Among Professional Basketball Players”,Yes,,,,,,,,,,
673,Johannes Jaschke,johannes,jaschke,"""Public-Goods Games With Endogenous Institution-Formation: Experimental Evidence On The Effect Of The Voting Rule""",No,,,,x,,,False,,True,no exp
674,Johannes Leutgeb,johannes,leutgeb,"Grit, Discounting, & Time Inconsistency",No,,,,,,,False,,False,
675,Johannes Lohse,johannes,lohse,"""Identity and Cooperation in Multicultural Societies: An Experimental Investigation""",No,,,,,,,False,,False,
676,John Clithero,john,clithero,,No,,,,,,,False,,False,
677,John Conlon,john,conlon,,No,,,,,,,False,,False,
678,John Dickhaut,john,dickhaut,Women can’t jump? An experiment on competitive attitudes and stereotype threat,Yes,,,,,,,,,,
679,John Duffy,john,duffy,"""Non-isolation and Social Preference""",No,,,,,,,False,,False,
680,John Hamman,john,hamman,"""Coordination Stability in Unstable Groups""",No,,,,,,,False,,False,
681,John Hartman,john,hartman,Paradoxes and Mechanisms for Choice under Risk,No,,,,,,,False,,False,
682,John Hey,john,hey,The Two Faces of Trust and Cooperation - First Kiss and War of the Roses,No,,,,,,,False,,False,
683,John Ifcher,john,ifcher,"""An Experiment on Gender Representation in Majoritarian Bargaining""",No,,,,,,,False,,False,
684,John Jensenius,john,jensenius,"God Game: An Experimental Study of Uncertainty, Superstition, and Cooperation",No,,,,,,,False,,False,
685,John Kagel,john,kagel,Climate Policies Under Collective Risk: Provision of Local Irrigation Systems in the Lab and Field,Yes,,,,,,,,,,
686,John Ledyard,john,ledyard,"""The Older The Bolder: Does Relative Age Among Peers Influence Children's Confidence And Risk Attitudes?""",No,,,,,,,False,,False,
687,John Lightle,john,lightle,"""Putting Organization into the Gig Economy: Field Experiments at a Ride-Sharing Platform""",No,,,,,,,False,,False,
688,John Lin,john,lin,“Building Rational Cooperation: Learning to Start Small”,No,,,,,,,False,,False,
689,John List,john,list,,Yes,,,,,,,,,,
690,John Lynham,john,lynham,Do people help those who helped a free-rider? ?An experimental study to examine strategies in direct reciprocity settings,No,,,,,,,False,,False,
691,John Morgan,john,morgan,“Can Imperfect Best Response Rationalize The Winner's Curse?: A Structural Econometric,Yes,,,,,,,,,,
692,John Q. Easton,john,easton,Heterogeneous Households: Laboratory Tests of Household Model Assumptions in Kenya,No,,,,,,,False,,False,
693,John Rehbeck,john,rehbeck,,No,,,,,,,False,,False,
694,John Smith,john,smith,The evolutionary roots of human decision-making under risk,Yes,,,,,,,,,,
695,John Spraggon,john,spraggon,“Optimal Adaptive Design: Applications to Experiments with Induced Budget Sets”,No,,,,,,,False,,False,
696,John Tisdell,john,tisdell,Gender differences in the choice of major: The importance of female role models,No,,,,,,,False,,False,
697,John Wooders,john,wooders,“Reciprocal Preferences and Expectations in International Agreements”,No,,,,,,,False,,False,
698,John WOODERS,john,wooders,The Value an Acquisition of Ego-Relevant Information,No,,,,,,,False,,False,
699,Jolanda Ygosse Battisti,jolanda,battisti,"Value and Choice: Prediction, Reward and Reinforcement in Corticostriatal Networks",No,,,,,,,False,,False,
700,Jona Linde,jona,linde,Why so Negative? Belief Formation in Boom and Bust Markets,No,,,,,,,False,,False,
701,Jonas Fooken,jonas,fooken,"""Trusting the upside: A principal-agent experiment with a skewed distribution of outcomes""",No,,,,,,,False,,False,
702,Jonas Tungodden,jonas,tungodden,“What Matters in Designing Audio Advertising? Results from Experiments with a Billion Ads on Pandora”,No,,,,,,,False,,False,
703,Jonathan Alevy,jonathan,alevy,"Truth, Lies, and Guilty Lies",Yes,,,,,,,,,,
704,Jonathan Chapman,jonathan,chapman,Mind the task!,No,,,,,,,False,,False,
705,Jonathan Davis,jonathan,davis,"""Supporting Teacher Autonomy to Improve Education Outcomes: Experimental Evidence from Brazil""",Yes,,,,,,,,,,
706,Jonathan Leland,jonathan,leland,How Ambiguity Attitude Affects Trading Parties-Experimental Evidence,No,,,,,,,False,,False,
707,Jonathan Libgober,jonathan,libgober,"""Learning versus Unlearning: An Experiment on Retractions""",Yes,,,,,,,,,,
708,Jonathan Oxley,jonathan,oxley,"Gut-brain axis, microbiota and economic behavior",No,,,,,,,False,,False,
709,Jonathan Schulz,jonathan,schulz,“Acquired Impulse Control: An Experimental Analysis of Cheating Among Humans Intolerant to Alcohol”,No,,,,,,,False,,False,
710,Jonathan Stäbler,jonathan,stäbler,Noblesse Oblige: Holding High-Status Individuals to Higher Standards,No,,,,,,,False,,False,
711,Jonathan Staebler,jonathan,staebler,"""The Power of Incentives""",No,,,,,,,False,,False,
712,Jonathan VAKSMANN,jonathan,vaksmann,"“Experimental Studies of Lobbying and Redistributive Politics""",No,,,,,,,False,,False,
713,Jonathan Woon,jonathan,woon,,No,,,,,,,False,,False,
714,Jordan Adamson,jordan,adamson,Spite in Litigation,No,,,,,,,False,,False,
715,Jordi Brandts,jordi,brandts,TBA (not on program),No,,,,,,,False,,False,
716,Jordi BRANDTS,jordi,brandts,"“Recursive Contracts, Rat Races, and Rent Dissipation: Theory and Experimental Evidence”",No,,,,,,,False,,False,
717,Jordi Teixido,jordi,teixido,"""Disentangling Risk Attitudes and Other-Regarding Preferences: Theory and Experiment""",No,,,,,,,False,,False,
718,Jörg Oechssle,jörg,oechssle,Value of Temporal Uncertainty,No,,,,,,,False,,False,
719,Jose Alberto Guerra,jose,guerra,"""Unleveling the Playing Field? Experimental evidence on parents' Willingness to Give Their Children an Advantage""",No,,,,,,,False,,False,
720,José Gabriel Castillo,josé,castillo,"""The Effect Of Offers And Counteroffers In Repeated Bilateral Negotiations""",No,,,,,,,False,,False,
721,Jose Gomez,jose,gomez,"""The Effect of Anticipated Relationship On Other-Regarding Behavior In Ultimatum Game""",No,,,,,,,False,,False,
722,Jose Ignacio Rivero,jose,rivero,"""Will government officials behave more honestly? Experiment based on samples of civil servants and students""",No,,,,,,,False,,False,
723,José Ignacio Rivero Wildemauwe,josé,wildemauwe,Wage Expectations and Access to Healthcare Occupations: Evidence from a Randomized Experiment,No,,,,,,,False,,False,
724,Jose Javier Dominguez,jose,dominguez,Co-benefits motivate individual donations to mitigate climate change,No,,,,,,,False,,False,
725,Jose Maria Ortiz,jose,ortiz,The Description - Experience Gap in Cooperation,No,,,,,,,False,,False,
726,Joseph George,joseph,george,Auctions- a flexible experimental software platform for studying auction mechanisms,No,,,,,,,False,,False,
727,Joseph Guse,joseph,guse,“Does Social Approval Stimulate Prosocial Behavior? Evidence from a Field Experiment in the,No,,,,,,,False,,False,
728,Joseph Stinn,joseph,stinn,Strategic Manipulation of Consumer Reviews: An Experimental Investigation,No,,,,,,,False,,False,
729,Joseph Tao-Ji Wang,joseph,wang,Eye-tracking social preferences,Yes,,,,,,,,,,
730,Joseph Tao-yi Wang,joseph,wang,,Yes,,,,,,,,,,
731,Joseph Vecci,joseph,vecci,"""Who ya gonna call: gender differences in demand for parental involvement""",No,,,,,,,False,,False,
732,Joseph Wang,joseph,wang,"""Conditional cooperation in group size""",Yes,,,,,,,,,,
733,Joshua Foster,joshua,foster,"""Auctions for Risk Averse Charities""",No,,,,,,,False,,False,
734,Joshua Miller,joshua,miller,,Yes,,,,,,,,,,
735,Joshua Tasoff,joshua,tasoff,,No,,,,,,,False,,False,
736,Josie Chen,josie,chen,Social Preference and Social Curiosity,No,,,,,,,False,,False,
737,Josie I Chen,josie,chen,Does Collectivistic and Individualistic Institution Make People Different? Field Experimental Evidence from Chinese Villages,No,,,,,,,False,,False,
738,Joy Buchanan,joy,buchanan,,No,,,,,,,False,,False,
739,Juan Bautista Gonzál Blanco,juan,blanco,Gendered decision making in explore-exploit tasks,No,,,,x,,,False,,True,
740,Juan Carlos Suarez,juan,suarez,“Group Identity and the Moral Hazard Problem: Evidence from the Field”,No,,,,,,,False,,False,
741,Juan Carrillo,juan,carrillo,,No,,,,,,,False,,False,
742,Juan Francisco Blazquiz Pulido,juan,pulido,"""Is it a life if I don't know? Self-serving dishonesty under ignorance""",No,,,,,,,False,,False,
743,Juan Pereyra,juan,pereyra,"""Improving public goods provision using reward-based crowdfunding""",No,,,,,,,False,,False,
744,Juan-Camilo Cardenas,juan-camilo,cardenas,"Do Negative Economic Shocks Affect Cognitive Function, Adherence to Social Norms and Loss Aversion?",No,,,,,,,False,,False,
